transaction_id,customer_id,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,transaction_type,location,device,is_foreign,is_high_risk_country,is_fraud
T9612,C392,21827,43601,21774,35032,56859,PAYMENT,Nigeria,Laptop,1,1,1
T9613,C54,28928,2794,0,1492,30420,CASH_IN,UK,Tablet,0,0,0
T9614,C423,37245,6800,0,13063,50308,PAYMENT,UK,Laptop,1,0,0
T9615,C25,22037,42879,20842,11136,33173,CASH_IN,China,Tablet,1,1,1
T9616,C425,5684,25110,19426,37744,43428,CASH_OUT,China,Mobile,1,1,0
T9617,C35,6102,9286,3184,29245,35347,CASH_IN,China,Mobile,1,0,0
T9618,C406,20194,9331,0,19681,39875,TRANSFER,UK,ATM,1,1,1
T9619,C275,23986,16248,0,19457,43443,TRANSFER,Nigeria,Tablet,0,1,0
T9620,C409,19561,16585,0,15236,34797,PAYMENT,China,ATM,1,1,1
T9621,C241,33232,6342,0,47675,80907,TRANSFER,India,Laptop,1,0,0
T9622,C232,8742,33280,24538,44529,53271,CASH_IN,USA,Tablet,0,1,0
T9623,C158,31852,1452,0,48527,80379,TRANSFER,UK,ATM,1,1,1
T9624,C419,14037,43364,29327,26894,40931,CASH_OUT,Nigeria,ATM,1,0,0
T9625,C208,26198,18736,0,43854,70052,PAYMENT,Nigeria,Mobile,1,0,0
T9626,C429,6305,28128,21823,44124,50429,PAYMENT,USA,Mobile,1,0,0
T9627,C421,40566,10813,0,15001,55567,CASH_IN,USA,ATM,0,1,0
T9628,C470,3735,26196,22461,20041,23776,TRANSFER,UK,Laptop,0,1,0
T9629,C244,7562,18487,10925,10001,17563,CASH_IN,Russia,ATM,0,1,0
T9630,C477,23831,34547,10716,13426,37257,CASH_IN,Russia,Mobile,1,1,1
T9631,C462,3999,26973,22974,23697,27696,PAYMENT,Russia,ATM,0,1,0
T9632,C290,35080,49113,14033,41416,76496,TRANSFER,Nigeria,ATM,0,1,0
T9633,C370,22546,27915,5369,31999,54545,PAYMENT,India,Laptop,1,1,1
T9634,C387,48795,12716,0,27835,76630,CASH_IN,Nigeria,ATM,1,0,0
T9635,C118,22000,10934,0,44787,66787,CASH_IN,Russia,Tablet,0,0,0
T9636,C53,18973,33386,14413,21422,40395,TRANSFER,UK,Laptop,1,1,1
T9637,C20,22205,47706,25501,13498,35703,TRANSFER,India,ATM,0,1,0
T9638,C194,23468,27964,4496,4597,28065,TRANSFER,Russia,ATM,1,0,0
T9639,C131,41055,48593,7538,41518,82573,PAYMENT,USA,ATM,1,1,1
T9640,C254,46628,15121,0,14262,60890,CASH_OUT,USA,Tablet,0,0,0
T9641,C457,38886,4466,0,5506,44392,TRANSFER,UK,Tablet,0,0,0
T9642,C305,46652,12384,0,26904,73556,PAYMENT,China,Tablet,0,1,0
T9643,C29,43960,48179,4219,44835,88795,CASH_OUT,USA,Laptop,1,0,0
T9644,C29,14912,10635,0,36877,51789,PAYMENT,USA,Laptop,1,0,0
T9645,C435,10048,40053,30005,24458,34506,TRANSFER,China,Tablet,1,0,0
T9646,C429,35588,37687,2099,28318,63906,CASH_OUT,Nigeria,ATM,0,0,0
T9647,C12,31365,19400,0,23976,55341,CASH_OUT,Nigeria,Laptop,1,1,1
T9648,C101,48367,28768,0,21655,70022,TRANSFER,India,Laptop,1,1,1
T9649,C46,28049,32818,4769,28301,56350,CASH_IN,India,Laptop,0,1,0
T9650,C129,49994,17056,0,46834,96828,CASH_IN,India,Tablet,0,0,0
T9651,C302,19701,27783,8082,47339,67040,TRANSFER,UK,Mobile,0,1,0
T9652,C465,14724,19615,4891,22295,37019,CASH_OUT,India,Laptop,1,0,0
T9653,C254,43081,6507,0,8094,51175,CASH_OUT,Nigeria,ATM,0,1,0
T9654,C253,16614,33739,17125,21340,37954,CASH_IN,India,ATM,0,1,0
T9655,C25,49640,42445,0,44955,94595,CASH_IN,USA,Mobile,0,1,0
T9656,C299,30635,4824,0,38997,69632,CASH_IN,Nigeria,ATM,1,0,0
T9657,C395,6732,9201,2469,10476,17208,TRANSFER,India,Mobile,0,0,0
T9658,C186,47216,1062,0,48443,95659,TRANSFER,Nigeria,ATM,0,0,0
T9659,C54,14937,22980,8043,27279,42216,TRANSFER,India,Laptop,1,1,1
T9660,C207,26093,36016,9923,17205,43298,CASH_IN,China,Laptop,0,1,0
T9661,C58,28298,22601,0,23915,52213,PAYMENT,China,ATM,1,0,0
T9662,C246,2843,5902,3059,24695,27538,PAYMENT,India,Mobile,1,1,0
T9663,C246,49437,22450,0,15752,65189,CASH_OUT,India,Tablet,0,1,0
T9664,C357,24831,10274,0,45492,70323,PAYMENT,Russia,Mobile,0,1,0
T9665,C179,41564,31569,0,20103,61667,CASH_OUT,USA,Laptop,0,1,0
T9666,C384,20371,45458,25087,41893,62264,CASH_IN,USA,Laptop,1,1,1
T9667,C20,26547,17833,0,7394,33941,CASH_OUT,Russia,Mobile,0,0,0
T9668,C94,21464,49986,28522,1785,23249,TRANSFER,China,Mobile,1,0,0
T9669,C81,17194,11086,0,21877,39071,TRANSFER,China,Tablet,0,1,0
T9670,C197,19567,21063,1496,34255,53822,PAYMENT,India,Laptop,0,0,0
T9671,C407,11943,24666,12723,46211,58154,CASH_OUT,USA,Tablet,0,1,0
T9672,C365,43952,31030,0,30592,74544,CASH_IN,UK,ATM,0,1,0
T9673,C262,17858,15157,0,46196,64054,CASH_IN,Russia,Tablet,1,1,1
T9674,C478,35106,38590,3484,24738,59844,CASH_OUT,China,ATM,0,0,0
T9675,C491,33391,34700,1309,49764,83155,TRANSFER,UK,ATM,0,0,0
T9676,C23,44972,32136,0,49042,94014,TRANSFER,India,Tablet,1,0,0
T9677,C421,12862,49739,36877,34437,47299,PAYMENT,UK,Laptop,1,0,0
T9678,C239,26976,16278,0,44625,71601,PAYMENT,UK,Laptop,1,1,1
T9679,C266,15377,16357,980,11277,26654,TRANSFER,Nigeria,Tablet,1,0,0
T9680,C250,45742,17394,0,11882,57624,PAYMENT,China,Laptop,0,0,0
T9681,C491,696,42008,41312,23109,23805,TRANSFER,Nigeria,ATM,1,0,0
T9682,C275,49594,34871,0,44340,93934,PAYMENT,Russia,Tablet,1,0,0
T9683,C112,26415,37952,11537,17124,43539,TRANSFER,China,Mobile,0,1,0
T9684,C59,25050,28888,3838,45027,70077,PAYMENT,India,Mobile,0,0,0
T9685,C183,12530,35004,22474,45903,58433,TRANSFER,UK,Tablet,1,1,1
T9686,C277,48678,30914,0,22148,70826,CASH_OUT,China,ATM,1,1,1
T9687,C373,35495,21027,0,10483,45978,CASH_IN,Nigeria,Mobile,1,0,0
T9688,C93,37556,38421,865,31064,68620,PAYMENT,USA,Mobile,1,1,1
T9689,C168,3155,42350,39195,34717,37872,TRANSFER,UK,Tablet,1,0,0
T9690,C268,26375,26474,99,7754,34129,CASH_IN,India,Tablet,0,0,0
T9691,C136,3987,33879,29892,44140,48127,PAYMENT,Nigeria,Laptop,0,1,0
T9692,C339,30513,36020,5507,35037,65550,PAYMENT,India,Tablet,1,1,1
T9693,C179,35000,48181,13181,14987,49987,TRANSFER,India,ATM,1,1,1
T9694,C348,33801,30254,0,3545,37346,TRANSFER,USA,Tablet,1,0,0
T9695,C189,14178,31544,17366,5383,19561,PAYMENT,UK,Laptop,0,1,0
T9696,C67,2895,23458,20563,10341,13236,CASH_IN,India,Mobile,0,1,0
T9697,C160,24228,11498,0,35393,59621,TRANSFER,Russia,Tablet,0,1,0
T9698,C385,28974,43985,15011,45963,74937,CASH_OUT,China,Laptop,1,1,1
T9699,C493,46640,38289,0,20794,67434,CASH_OUT,UK,ATM,0,0,0
T9700,C164,4597,19262,14665,21325,25922,CASH_OUT,China,Tablet,0,1,0
T9701,C171,24635,37248,12613,35917,60552,CASH_OUT,India,Laptop,0,0,0
T9702,C431,37244,22149,0,21630,58874,CASH_OUT,Nigeria,Laptop,0,0,0
T9703,C54,45139,15100,0,38305,83444,CASH_OUT,Russia,Laptop,0,0,0
T9704,C144,15711,31241,15530,8265,23976,PAYMENT,Nigeria,ATM,1,0,0
T9705,C125,24036,25701,1665,4107,28143,CASH_IN,Russia,Tablet,1,1,1
T9706,C290,37568,8936,0,33991,71559,PAYMENT,Russia,Mobile,0,0,0
T9707,C252,10800,48954,38154,3160,13960,CASH_IN,USA,Laptop,1,1,1
T9708,C129,41323,24801,0,31917,73240,TRANSFER,China,Mobile,1,0,0
T9709,C125,5744,13087,7343,8479,14223,CASH_IN,USA,Tablet,0,1,0
T9710,C49,34518,34672,154,16755,51273,TRANSFER,Russia,Mobile,0,0,0
T9711,C157,32848,31831,0,47265,80113,CASH_OUT,China,Laptop,1,1,1
T9712,C16,36057,2379,0,29247,65304,TRANSFER,USA,ATM,1,0,0
T9713,C190,37871,21753,0,20858,58729,PAYMENT,India,Laptop,0,1,0
T9714,C402,10601,23979,13378,6714,17315,TRANSFER,Russia,Laptop,1,1,1
T9715,C498,3569,14955,11386,33227,36796,TRANSFER,Russia,ATM,1,1,0
T9716,C400,25079,33010,7931,23770,48849,TRANSFER,Russia,ATM,1,0,0
T9717,C68,44564,39558,0,42291,86855,CASH_OUT,China,Mobile,1,0,0
T9718,C98,30289,23033,0,10189,40478,CASH_OUT,Nigeria,Laptop,1,0,0
T9719,C55,12162,13844,1682,25570,37732,CASH_IN,Russia,Laptop,0,0,0
T9720,C391,7353,15532,8179,16607,23960,PAYMENT,India,Laptop,1,0,0
T9721,C150,27609,4162,0,19413,47022,PAYMENT,USA,Laptop,0,1,0
T9722,C209,16926,14268,0,40652,57578,CASH_OUT,Russia,Laptop,0,1,0
T9723,C11,26093,48179,22086,39605,65698,TRANSFER,India,Mobile,1,1,1
T9724,C61,20518,41817,21299,1045,21563,CASH_OUT,Russia,Tablet,1,1,1
T9725,C205,42274,36038,0,7958,50232,CASH_IN,USA,ATM,0,1,0
T9726,C365,49215,36984,0,18615,67830,CASH_OUT,Russia,Laptop,1,0,0
T9727,C165,7296,3884,0,24430,31726,TRANSFER,UK,Tablet,0,0,0
T9728,C15,48774,30737,0,11667,60441,CASH_IN,China,Laptop,1,1,1
T9729,C483,19310,26334,7024,32896,52206,PAYMENT,Nigeria,Mobile,0,0,0
T9730,C16,27633,14482,0,1958,29591,CASH_IN,Nigeria,Laptop,1,1,1
T9731,C130,1654,34065,32411,28359,30013,CASH_IN,China,ATM,1,0,0
T9732,C479,15464,31669,16205,5160,20624,TRANSFER,Russia,Tablet,1,0,0
T9733,C441,10261,29078,18817,43617,53878,CASH_OUT,USA,Tablet,0,1,0
T9734,C356,7093,41415,34322,25685,32778,CASH_OUT,USA,ATM,0,1,0
T9735,C133,29153,21615,0,43677,72830,CASH_OUT,Nigeria,Mobile,1,1,1
T9736,C498,34178,21078,0,1149,35327,CASH_OUT,Nigeria,Laptop,0,1,0
T9737,C453,42323,3648,0,41859,84182,TRANSFER,USA,Tablet,0,1,0
T9738,C54,34471,13236,0,38028,72499,PAYMENT,China,ATM,1,0,0
T9739,C418,22454,46021,23567,6167,28621,CASH_OUT,Russia,Laptop,1,1,1
T9740,C401,30546,43607,13061,4101,34647,TRANSFER,Russia,Tablet,1,1,1
T9741,C189,26555,5944,0,26422,52977,TRANSFER,Russia,ATM,0,0,0
T9742,C456,25121,45229,20108,41304,66425,CASH_OUT,India,Laptop,1,1,1
T9743,C265,27781,10652,0,10736,38517,PAYMENT,India,Laptop,0,0,0
T9744,C443,23500,29108,5608,1545,25045,TRANSFER,China,Laptop,1,1,1
T9745,C232,9197,7422,0,33294,42491,CASH_IN,UK,Mobile,1,1,0
T9746,C78,6166,45123,38957,43228,49394,CASH_IN,UK,Mobile,0,1,0
T9747,C183,47574,13905,0,25171,72745,TRANSFER,India,Laptop,0,1,0
T9748,C178,40360,47495,7135,10208,50568,CASH_IN,India,Mobile,0,0,0
T9749,C311,5048,22885,17837,7695,12743,TRANSFER,UK,Tablet,1,0,0
T9750,C209,43002,33082,0,30630,73632,PAYMENT,Russia,Laptop,1,0,0
T9751,C394,4187,3789,0,8194,12381,CASH_OUT,USA,Mobile,1,1,0
T9752,C346,32633,15114,0,21922,54555,PAYMENT,China,Tablet,0,0,0
T9753,C278,36575,27164,0,16963,53538,CASH_IN,China,Laptop,1,0,0
T9754,C389,48139,14820,0,32427,80566,CASH_IN,USA,Tablet,0,0,0
T9755,C65,11151,8224,0,8804,19955,CASH_OUT,Nigeria,ATM,0,1,0
T9756,C242,45329,46977,1648,41092,86421,PAYMENT,India,Tablet,0,0,0
T9757,C180,3423,24670,21247,36854,40277,CASH_IN,UK,ATM,0,1,0
T9758,C130,2869,10237,7368,27455,30324,CASH_OUT,India,Mobile,1,1,0
T9759,C17,41223,13399,0,48163,89386,PAYMENT,Russia,Mobile,1,0,0
T9760,C317,43144,9922,0,17249,60393,PAYMENT,UK,ATM,1,1,1
T9761,C204,33763,20950,0,38711,72474,PAYMENT,China,Tablet,1,0,0
T9762,C87,19673,17994,0,16589,36262,PAYMENT,Russia,Mobile,0,1,0
T9763,C17,12426,34805,22379,27514,39940,TRANSFER,India,Laptop,0,0,0
T9764,C461,10894,37189,26295,35936,46830,TRANSFER,Nigeria,Laptop,0,1,0
T9765,C352,2101,1299,0,26744,28845,PAYMENT,Nigeria,Laptop,0,1,0
T9766,C415,13377,10532,0,48218,61595,TRANSFER,India,Mobile,1,0,0
T9767,C11,22559,5591,0,20585,43144,TRANSFER,China,Mobile,1,0,0
T9768,C339,23414,29400,5986,1540,24954,TRANSFER,India,Tablet,0,1,0
T9769,C263,7308,16451,9143,32212,39520,CASH_IN,Nigeria,Tablet,1,0,0
T9770,C491,10911,7046,0,31400,42311,CASH_IN,UK,Mobile,0,1,0
T9771,C171,6311,9397,3086,36344,42655,TRANSFER,China,ATM,0,1,0
T9772,C281,34698,34574,0,18104,52802,CASH_IN,USA,Mobile,1,1,1
T9773,C122,10266,14300,4034,43119,53385,PAYMENT,USA,Mobile,0,0,0
T9774,C330,30589,5748,0,46701,77290,PAYMENT,USA,Laptop,1,0,0
T9775,C64,8679,49744,41065,26874,35553,CASH_OUT,Russia,ATM,0,0,0
T9776,C450,17732,30623,12891,44219,61951,CASH_IN,USA,Mobile,1,0,0
T9777,C3,39940,39687,0,31590,71530,CASH_OUT,UK,Laptop,0,0,0
T9778,C57,19952,33424,13472,13241,33193,CASH_OUT,UK,Tablet,1,1,1
T9779,C392,21646,32603,10957,33431,55077,CASH_IN,India,Tablet,1,0,0
T9780,C242,42856,2929,0,43062,85918,TRANSFER,India,ATM,1,1,1
T9781,C465,43200,22684,0,20860,64060,CASH_IN,Nigeria,Mobile,1,1,1
T9782,C236,11360,20665,9305,28822,40182,PAYMENT,China,Laptop,1,0,0
T9783,C365,2172,7513,5341,36085,38257,CASH_IN,China,ATM,0,1,0
T9784,C207,35415,45569,10154,45447,80862,PAYMENT,China,Laptop,0,0,0
T9785,C171,42305,11886,0,28948,71253,TRANSFER,USA,Tablet,0,0,0
T9786,C352,27935,7478,0,26094,54029,PAYMENT,India,ATM,1,0,0
T9787,C300,36912,9072,0,34811,71723,CASH_IN,Nigeria,ATM,1,1,1
T9788,C87,4056,20348,16292,45641,49697,CASH_IN,India,Tablet,0,0,0
T9789,C304,23314,9713,0,44175,67489,TRANSFER,India,Laptop,1,1,1
T9790,C395,16773,48124,31351,2463,19236,TRANSFER,India,Laptop,1,0,0
T9791,C36,21202,49564,28362,35861,57063,TRANSFER,China,ATM,0,1,0
T9792,C185,5045,38475,33430,21624,26669,PAYMENT,USA,Tablet,0,1,0
T9793,C104,19190,15246,0,14414,33604,CASH_OUT,USA,Tablet,1,1,1
T9794,C454,22147,9791,0,24193,46340,CASH_OUT,China,Mobile,1,1,1
T9795,C321,3450,3262,0,41742,45192,CASH_OUT,USA,Laptop,1,1,0
T9796,C329,2603,19048,16445,2553,5156,CASH_OUT,India,Mobile,0,1,0
T9797,C115,16173,34341,18168,40167,56340,TRANSFER,Nigeria,Tablet,0,0,0
T9798,C201,5927,40998,35071,18742,24669,CASH_IN,Nigeria,ATM,1,1,0
T9799,C181,16667,30438,13771,15813,32480,CASH_IN,UK,Laptop,0,0,0
T9800,C238,47417,16411,0,10726,58143,TRANSFER,UK,Laptop,1,0,0
T9801,C284,236,7391,7155,30389,30625,CASH_OUT,Nigeria,ATM,0,1,0
T9802,C336,4276,27414,23138,46602,50878,PAYMENT,USA,ATM,1,0,0
T9803,C355,42667,16671,0,33441,76108,TRANSFER,Nigeria,Laptop,0,0,0
T9804,C304,26106,24868,0,41345,67451,CASH_IN,Nigeria,Laptop,1,0,0
T9805,C168,5714,4809,0,9941,15655,TRANSFER,USA,Mobile,1,1,0
T9806,C400,26802,42184,15382,30261,57063,PAYMENT,USA,Tablet,1,1,1
T9807,C131,47683,3660,0,21160,68843,CASH_IN,USA,ATM,1,1,1
T9808,C496,16845,12208,0,25476,42321,CASH_OUT,China,Tablet,0,0,0
T9809,C176,40499,5693,0,28421,68920,TRANSFER,USA,ATM,0,1,0
T9810,C44,43797,25174,0,5628,49425,CASH_OUT,China,Laptop,0,0,0
T9811,C280,42853,47678,4825,34219,77072,PAYMENT,USA,ATM,1,0,0
T9812,C180,45945,21176,0,14693,60638,CASH_OUT,USA,Laptop,1,1,1
T9813,C244,23299,4095,0,42876,66175,CASH_IN,USA,Mobile,1,1,1
T9814,C60,47512,31393,0,22540,70052,CASH_OUT,China,Mobile,0,0,0
T9815,C172,26329,17599,0,45963,72292,CASH_OUT,UK,ATM,1,1,1
T9816,C295,8903,5994,0,41583,50486,PAYMENT,China,ATM,0,0,0
T9817,C176,40705,26533,0,15072,55777,TRANSFER,India,Laptop,0,0,0
T9818,C494,25846,38356,12510,31508,57354,CASH_IN,UK,ATM,1,1,1
T9819,C249,14939,38768,23829,5874,20813,CASH_OUT,Russia,Laptop,0,1,0
T9820,C382,24618,37440,12822,41633,66251,TRANSFER,UK,Laptop,1,1,1
T9821,C225,38459,45424,6965,45747,84206,CASH_IN,Nigeria,Laptop,1,1,1
T9822,C494,32811,18433,0,10736,43547,CASH_IN,Nigeria,Laptop,0,1,0
T9823,C146,48148,44047,0,12694,60842,PAYMENT,Nigeria,Mobile,0,0,0
T9824,C208,9305,24333,15028,4473,13778,TRANSFER,India,Tablet,0,0,0
T9825,C380,43177,15110,0,25619,68796,PAYMENT,USA,Tablet,0,0,0
T9826,C468,44450,4720,0,34508,78958,CASH_OUT,UK,ATM,0,1,0
T9827,C208,24749,40869,16120,43006,67755,CASH_IN,USA,ATM,1,1,1
T9828,C247,31708,23652,0,15558,47266,CASH_OUT,Russia,Tablet,0,1,0
T9829,C161,16873,8413,0,26281,43154,PAYMENT,Russia,ATM,1,1,1
T9830,C343,14178,17487,3309,2001,16179,PAYMENT,China,Tablet,0,0,0
T9831,C335,24358,28638,4280,5230,29588,PAYMENT,USA,ATM,0,0,0
T9832,C210,25033,49656,24623,10998,36031,CASH_OUT,Russia,Mobile,0,1,0
T9833,C246,39297,36536,0,23026,62323,CASH_IN,Nigeria,ATM,1,0,0
T9834,C139,20954,24495,3541,34180,55134,CASH_IN,Nigeria,Tablet,1,1,1
T9835,C347,33068,5808,0,30945,64013,CASH_OUT,USA,Tablet,0,0,0
T9836,C27,25120,44455,19335,42773,67893,CASH_OUT,Nigeria,Mobile,1,1,1
T9837,C90,49030,34769,0,25787,74817,CASH_OUT,UK,ATM,1,1,1
T9838,C361,47143,25200,0,1361,48504,CASH_OUT,China,Mobile,0,0,0
T9839,C55,26126,7073,0,10023,36149,PAYMENT,India,ATM,0,1,0
T9840,C69,31618,35747,4129,23855,55473,TRANSFER,UK,Laptop,1,0,0
T9841,C75,19578,30125,10547,36003,55581,CASH_IN,UK,ATM,1,1,1
T9842,C429,4834,43301,38467,41890,46724,CASH_IN,USA,Mobile,0,0,0
T9843,C254,19503,23678,4175,3568,23071,CASH_IN,UK,ATM,0,0,0
T9844,C155,10313,10952,639,48479,58792,CASH_OUT,Russia,ATM,1,1,1
T9845,C272,47226,27257,0,11522,58748,TRANSFER,India,Laptop,0,0,0
T9846,C254,2932,47923,44991,4380,7312,CASH_IN,China,Laptop,0,1,0
T9847,C265,20156,19161,0,32754,52910,CASH_OUT,Russia,Tablet,0,1,0
T9848,C399,4680,6918,2238,4089,8769,TRANSFER,China,ATM,1,1,0
T9849,C472,3728,3734,6,37543,41271,CASH_IN,India,ATM,1,0,0
T9850,C147,2729,24215,21486,27323,30052,CASH_IN,UK,ATM,1,0,0
T9851,C287,18736,35351,16615,10025,28761,CASH_IN,China,ATM,0,0,0
T9852,C376,25574,4429,0,29277,54851,CASH_IN,USA,Tablet,0,1,0
T9853,C258,28165,49241,21076,32736,60901,CASH_OUT,India,Tablet,0,0,0
T9854,C387,34297,10997,0,12688,46985,CASH_OUT,UK,Mobile,0,1,0
T9855,C144,37052,3362,0,15077,52129,TRANSFER,Russia,Mobile,1,0,0
T9856,C200,17096,15465,0,48875,65971,CASH_OUT,UK,ATM,1,1,1
T9857,C102,2830,35905,33075,23897,26727,CASH_OUT,China,ATM,0,1,0
T9858,C269,5287,37468,32181,34462,39749,CASH_IN,China,Tablet,1,1,0
T9859,C28,16981,13888,0,7511,24492,CASH_IN,UK,Laptop,0,1,0
T9860,C173,19161,16914,0,46384,65545,CASH_OUT,India,ATM,1,1,1
T9861,C391,42645,33425,0,48582,91227,CASH_OUT,UK,Laptop,1,1,1
T9862,C34,29658,3768,0,46513,76171,CASH_OUT,USA,Laptop,0,0,0
T9863,C23,31387,25825,0,10640,42027,CASH_OUT,Nigeria,Tablet,1,0,0
T9864,C123,3260,47204,43944,40111,43371,TRANSFER,India,Laptop,1,1,0
T9865,C11,18172,27661,9489,4138,22310,PAYMENT,Russia,Tablet,0,0,0
T9866,C214,40775,34441,0,19430,60205,CASH_OUT,Nigeria,Mobile,1,1,1
T9867,C164,12889,4394,0,47262,60151,PAYMENT,India,ATM,1,1,1
T9868,C402,45116,18544,0,45113,90229,TRANSFER,Nigeria,Laptop,0,1,0
T9869,C211,30817,42797,11980,16192,47009,CASH_IN,India,Laptop,1,0,0
T9870,C427,42619,12084,0,19580,62199,CASH_IN,Russia,ATM,1,0,0
T9871,C209,31983,41480,9497,25468,57451,TRANSFER,Russia,Laptop,0,1,0
T9872,C147,26140,49813,23673,13559,39699,PAYMENT,India,Laptop,0,0,0
T9873,C255,30892,17341,0,22907,53799,CASH_OUT,China,Mobile,1,1,1
T9874,C125,32436,34063,1627,2906,35342,CASH_IN,Nigeria,Tablet,1,1,1
T9875,C361,18896,30543,11647,22998,41894,TRANSFER,Nigeria,ATM,0,0,0
T9876,C447,639,30419,29780,8828,9467,CASH_OUT,USA,ATM,0,0,0
T9877,C441,24285,2860,0,1500,25785,CASH_IN,Nigeria,Tablet,1,1,1
T9878,C383,21858,13118,0,22883,44741,CASH_IN,Nigeria,Laptop,0,0,0
T9879,C436,33830,4211,0,31981,65811,CASH_IN,India,Laptop,1,0,0
T9880,C437,17078,13641,0,36083,53161,PAYMENT,India,Tablet,0,0,0
T9881,C458,17099,13821,0,9322,26421,CASH_IN,UK,Tablet,0,0,0
T9882,C251,33998,21068,0,29975,63973,TRANSFER,China,ATM,1,1,1
T9883,C440,31071,23675,0,6185,37256,PAYMENT,Russia,ATM,1,1,1
T9884,C458,41771,5274,0,35810,77581,TRANSFER,China,ATM,1,0,0
T9885,C162,48160,11434,0,29750,77910,PAYMENT,China,ATM,1,1,1
T9886,C183,17747,1250,0,48892,66639,CASH_OUT,Russia,Mobile,1,0,0
T9887,C186,13185,20667,7482,39069,52254,CASH_OUT,USA,Mobile,0,0,0
T9888,C275,20426,7596,0,25779,46205,PAYMENT,India,Tablet,1,1,1
T9889,C463,47035,26682,0,48993,96028,CASH_OUT,India,Tablet,0,1,0
T9890,C356,42374,26277,0,42379,84753,PAYMENT,Nigeria,Mobile,0,1,0
T9891,C89,45563,30201,0,23838,69401,CASH_IN,India,ATM,1,1,1
T9892,C315,45605,35916,0,23464,69069,CASH_IN,Russia,Mobile,0,0,0
T9893,C264,35305,10511,0,1944,37249,TRANSFER,Nigeria,ATM,1,0,0
T9894,C209,1057,20142,19085,5751,6808,PAYMENT,Nigeria,Mobile,1,1,0
T9895,C287,40832,27371,0,3317,44149,PAYMENT,USA,ATM,0,0,0
T9896,C177,19545,23355,3810,44664,64209,CASH_IN,Russia,Tablet,1,1,1
T9897,C445,26593,42021,15428,26595,53188,CASH_OUT,China,Laptop,0,0,0
T9898,C384,40593,25639,0,47964,88557,PAYMENT,UK,ATM,1,0,0
T9899,C454,38706,5774,0,32671,71377,PAYMENT,UK,ATM,0,0,0
T9900,C182,25156,20398,0,10816,35972,TRANSFER,UK,ATM,0,0,0
T9901,C224,31416,45276,13860,40153,71569,CASH_IN,Nigeria,ATM,0,1,0
T9902,C116,5442,38524,33082,5498,10940,CASH_IN,Nigeria,Mobile,1,0,0
T9903,C195,25991,13266,0,14810,40801,CASH_IN,USA,Laptop,1,0,0
T9904,C54,18932,20328,1396,35731,54663,CASH_IN,Nigeria,Mobile,0,1,0
T9905,C51,31465,41104,9639,1056,32521,PAYMENT,USA,Laptop,1,1,1
T9906,C127,31796,23805,0,42063,73859,CASH_IN,USA,ATM,0,0,0
T9907,C381,6978,25967,18989,17179,24157,PAYMENT,USA,ATM,1,1,0
T9908,C203,33153,16280,0,44061,77214,CASH_OUT,UK,Laptop,1,1,1
T9909,C381,15247,36350,21103,29807,45054,TRANSFER,Russia,Tablet,1,0,0
T9910,C80,41336,29762,0,10074,51410,PAYMENT,China,Laptop,0,1,0
T9911,C438,25256,3460,0,8364,33620,CASH_OUT,Russia,Mobile,1,1,1
T9912,C143,45899,37032,0,22910,68809,CASH_IN,India,ATM,0,0,0
T9913,C490,15584,8015,0,38287,53871,PAYMENT,China,ATM,0,0,0
T9914,C126,37622,34168,0,28666,66288,TRANSFER,USA,Mobile,1,0,0
T9915,C164,782,24452,23670,39664,40446,TRANSFER,Russia,ATM,0,0,0
T9916,C261,33552,1655,0,42460,76012,PAYMENT,China,Tablet,0,1,0
T9917,C499,36168,7366,0,13427,49595,TRANSFER,UK,ATM,1,1,1
T9918,C484,37730,33161,0,3143,40873,CASH_OUT,UK,ATM,0,0,0
T9919,C372,36849,42138,5289,14979,51828,PAYMENT,China,Mobile,0,1,0
T9920,C36,7517,6621,0,44096,51613,PAYMENT,USA,Mobile,0,0,0
T9921,C198,45611,20335,0,36256,81867,TRANSFER,China,ATM,1,0,0
T9922,C44,28870,28288,0,34451,63321,CASH_OUT,USA,Mobile,1,0,0
T9923,C260,14789,29434,14645,26618,41407,CASH_IN,China,ATM,1,1,1
T9924,C343,41072,5978,0,48752,89824,CASH_OUT,India,Laptop,1,1,1
T9925,C466,29523,17400,0,5568,35091,CASH_OUT,India,ATM,1,1,1
T9926,C308,18204,33571,15367,17723,35927,PAYMENT,USA,Tablet,1,1,1
T9927,C255,34373,41570,7197,49331,83704,CASH_OUT,Russia,Mobile,0,0,0
T9928,C344,20242,22022,1780,30161,50403,TRANSFER,China,Laptop,0,0,0
T9929,C314,5528,37828,32300,36164,41692,CASH_IN,Nigeria,Tablet,1,0,0
T9930,C87,46204,43937,0,9587,55791,CASH_IN,China,Laptop,0,0,0
T9931,C80,24256,15910,0,11013,35269,PAYMENT,USA,ATM,1,1,1
T9932,C159,39370,9996,0,7403,46773,TRANSFER,UK,Mobile,0,0,0
T9933,C282,11976,10209,0,16998,28974,CASH_IN,Nigeria,ATM,1,1,1
T9934,C346,4609,42330,37721,25205,29814,CASH_IN,India,Laptop,0,1,0
T9935,C378,43421,38026,0,26802,70223,PAYMENT,Nigeria,Laptop,1,0,0
T9936,C387,2243,43481,41238,3897,6140,CASH_OUT,Nigeria,Laptop,0,0,0
